plot_id,gez_name,gez_code,lu_factor,lu_code,envir_stress
ev-nr3n,Tropical rainforest,TAr,Evergreen,EV,-0.0228898748755455
ev-frg6,Tropical rainforest,TAr,Evergreen,EV,-0.021257085725665092
ev-9jao,Tropical rainforest,TAr,Evergreen,EV,-0.011705500073730946
ev-j7ux,Tropical rainforest,TAr,Evergreen,EV,-0.042285047471523285
ev-wz4t,Tropical rainforest,TAr,Evergreen,EV,-0.03196224942803383
ev-isx6,Tropical rainforest,TAr,Evergreen,EV,-0.028612453490495682
ev-7mua,Tropical rainforest,TAr,Evergreen,EV,-0.025036664679646492
ev-b3yr,Tropical rainforest,TAr,Evergreen,EV,-0.011842085979878902
ev-sx5x,Tropical rainforest,TAr,Evergreen,EV,-0.00925149954855442
ev-qae7,Tropical rainforest,TAr,Evergreen,EV,-0.1175382137298584
ev-7lqj,Tropical rainforest,TAr,Evergreen,EV,-0.11611320823431015
ev-p7ti,Tropical rainforest,TAr,Evergreen,EV,-0.11526921391487122
ev-qd5u,Tropical rainforest,TAr,Evergreen,EV,-0.09210861474275589
ev-wjb6,Tropical rainforest,TAr,Evergreen,EV,-0.08199303597211838
ev-1zge,Tropical rainforest,TAr,Evergreen,EV,-0.06542003899812698
ev-c9yo,Tropical rainforest,TAr,Evergreen,EV,-0.04922904819250107
ev-cr4r,Tropical rainforest,TAr,Evergreen,EV,-0.04390204697847366
ev-kbh2,Tropical rainforest,TAr,Evergreen,EV,-0.038745250552892685
ev-6xhb,Tropical rainforest,TAr,Evergreen,EV,-0.03031766414642334
ev-a3qm,Tropical rainforest,TAr,Evergreen,EV,-0.12066078931093216
ev-sf6c,Tropical rainforest,TAr,Evergreen,EV,-0.11909178644418716
ev-num8,Tropical rainforest,TAr,Evergreen,EV,-0.11343079060316086
ev-8gvh,Tropical rainforest,TAr,Evergreen,EV,-0.11686620116233826
ev-i8ib,Tropical rainforest,TAr,Evergreen,EV,-0.09953741729259491
ev-xq3b,Tropical rainforest,TAr,Evergreen,EV,-0.08943382650613785
ev-oot9,Tropical rainforest,TAr,Evergreen,EV,-0.08224182575941086
ev-2eah,Tropical rainforest,TAr,Evergreen,EV,-0.08809445798397064
ev-d9sc,Tropical rainforest,TAr,Evergreen,EV,-0.06798862665891647
ev-bo5d,Tropical rainforest,TAr,Evergreen,EV,-0.06132304668426514
ev-cyr3,Tropical rainforest,TAr,Evergreen,EV,-0.055605046451091766
ev-2ipk,Tropical rainforest,TAr,Evergreen,EV,-0.04744604602456093
ev-e6ec,Tropical rainforest,TAr,Evergreen,EV,-0.001577500021085143
ev-co4d,Tropical rainforest,TAr,Evergreen,EV,-0.11759878695011139
ev-hxq7,Tropical rainforest,TAr,Evergreen,EV,-0.11323478817939758
ev-4vop,Tropical rainforest,TAr,Evergreen,EV,-0.12108220905065536
ev-m7ob,Tropical rainforest,TAr,Evergreen,EV,-0.12113362550735474
ev-jg4z,Tropical rainforest,TAr,Evergreen,EV,-0.11554882675409317
ev-nta7,Tropical rainforest,TAr,Evergreen,EV,-0.09639883041381836
ev-7nvc,Tropical rainforest,TAr,Evergreen,EV,-0.10751182585954666
ev-p2kd,Tropical rainforest,TAr,Evergreen,EV,-0.09595125168561935
ev-al4l,Tropical rainforest,TAr,Evergreen,EV,-0.08320345729589462
ev-tkc6,Tropical rainforest,TAr,Evergreen,EV,-0.07086283713579178
ev-5tzd,Tropical rainforest,TAr,Evergreen,EV,-0.06555404514074326
ev-g7dc,Tropical rainforest,TAr,Evergreen,EV,-0.05638604611158371
ev-jc1u,Tropical rainforest,TAr,Evergreen,EV,-0.05353304743766785
ev-jdf4,Tropical rainforest,TAr,Evergreen,EV,-0.04230766370892525
ev-2puv,Tropical rainforest,TAr,Evergreen,EV,-0.03276566416025162
ev-x4ge,Tropical rainforest,TAr,Evergreen,EV,-0.015041874721646309
ev-iq1o,Tropical rainforest,TAr,Evergreen,EV,-0.004856289364397526
ev-vaj8,Tropical rainforest,TAr,Evergreen,EV,-0.12487829476594925
ev-9nip,Tropical rainforest,TAr,Evergreen,EV,-0.09895999729633331
ev-i7su,Tropical rainforest,TAr,Evergreen,EV,-0.08727020770311356
ev-ap9w,Tropical rainforest,TAr,Evergreen,EV,-0.06889008730649948
ev-utu4,Tropical rainforest,TAr,Evergreen,EV,-0.0694100484251976
ev-2rfr,Tropical rainforest,TAr,Evergreen,EV,-0.06330224871635437
ev-a5zs,Tropical rainforest,TAr,Evergreen,EV,-0.042360663414001465
ev-fq6o,Tropical rainforest,TAr,Evergreen,EV,-0.1221289187669754
ev-osj3,Tropical rainforest,TAr,Evergreen,EV,-0.11327149718999863
ev-3hzs,Tropical rainforest,TAr,Evergreen,EV,-0.10979049652814865
