genus,wd_avg2
Axonuz,0.325
Jewie,0.4670925925925926
Aqaqa,0.6857222222222222
Nowuaaam,0.5166675831186358
Auabadie,0.6319999999999999
Yavaama,0.508
Uloyesaipu,0.9243846153846154
Decioloqu,0.4286666666666667
Exitem,0.7341
Wamuofir,0.623
Finui,0.513125
Ulukuloedu,0.634525
Mixeel,0.8216666666666667
Otajoeiizo,0.5943666666666667
Eizuauoki,0.61
Uguve,0.4524166666666667
Zofaemam,0.7050000000000001
Maquahunas,0.784
Visuieao,0.8933333333333333
Abivi,0.8124305555555555
Ehekigei,0.5700000000000001
Umemare,0.6575
Gotouiuu,0.5417185185185185
Nijeevuh,0.7668888888888888
Ehaauuoaz,0.9808
Jixiis,0.6786666666666666
Tapaaga,1.1400333333333332
Elajokio,0.8428911764705882
Ooiia,0.56
Ufaoui,0.7
Qukio,0.598297619047619
Obiloxiufo,0.8625714285714285
Fegoa,0.6819662878787879
Euoroquet,0.4231484295845998
Euveiho,0.7585052083333333
Etomisaede,0.84445
Ligousu,0.5104210526315789
Exoyoqoou,0.5683333333333334
Apiro,0.698375
Gebuuvowi,0.7244444444444444
Ikedos,0.38501351351351354
Aiuoudi,0.76344
Uouqimea,0.6593118279569893
Iijuubeke,0.676
Ooesiyaaco,0.3835
Ubobiqail,0.48289144144144147
Erexani,0.4949190476190476
Zoduew,0.7786041666666667
Uriuo,0.49696875
Yabeuxe,0.8885524720893142
Uuehanairu,0.7232291666666666
Xayuexaia,0.588
Ewura,0.8345266666666666
Fijiuzey,0.6773333333333333
Rahaecovar,0.5973125
Udewov,0.758
Seiuuhaeah,0.7713333333333333
Jejaenax,0.7025
Emumodeae,0.391
Guxaiwuua,0.4224
Ioeduf,0.9016666666666666
Yuaeo,0.4307392857142857
Uhoueguad,0.47889393939393937
Favuoxih,0.7479
Yalia,0.5525
Iqupage,0.6292222222222222
Xohoob,0.4808095238095238
Ohueoiia,0.62
Umodoiuu,0.5552133333333333
Nanoie,0.7075625
Uyeguaa,0.8453055555555555
Daieef,0.7867142857142857
Apujaheuc,0.5242113095238096
Mojiaaufib,0.7075
Acudu,0.49
Rexeovayo,0.5138181818181818
Piciate,0.758
Loliaaov,0.6
Ujulapei,0.5325
Rogiueuz,0.262
Iceuoieev,0.771
Oivuim,0.51
Atelaxiul,0.5949222222222222
Uiiai,0.8182666666666667
Fecooqo,0.3
Itivo,0.7594444444444444
Oihaaoa,0.24283333333333335
Hakuu,0.8062857142857143
Ahuaociaqa,0.7765555555555556
Buqeena,0.7849999999999999
Olezusiodo,0.4495
Ifenepiev,0.45681333333333335
Qezuunuf,0.83
Eresa,0.8003809523809524
Voyaazoo,0.695025641025641
Egavik,0.576852876592007
Bigoiw,0.562775641025641
Axoouto,0.5414583333333334
Danooziua,0.6483076923076924
Poyaoea,0.7478857142857143
Ijaeu,0.6751666666666667
Ijuci,0.5879955555555556
Oaefipioio,0.661
Oajaeh,0.746125
Unukig,0.16173333333333334
Toxauka,0.5369086538461538
Uqumoiouh,0.688
Hoseouen,0.301
Isakomoi,0.771
Nenouwid,0.8374999999999999
Aeamogoi,0.7461927083333333
Yuueuqai,0.55
Jihou,0.7492
Onazowaawo,0.52
Ledooho,0.742
Iuaeoqoo,0.5790563492063492
Epiiub,0.37
Nuheoauki,0.3968333333333333
Bemeoxetep,0.7428750000000001
Ibasi,0.715
Togeoio,0.4662743055555556
Uraoiiu,0.5580166666666667
Eeori,0.565
Ipevee,0.5026666666666667
Tubei,0.30957142857142855
Emusuleik,0.5640740740740741
Ujequp,0.62
Yimia,0.677053125
Ukotakiou,0.46543115384615386
Zunooludar,0.6122
Qobouzu,0.59
Iaasuzauei,0.63956
Eauead,0.94
Elofis,0.7024848484848485
Vadia,0.6828333333333334
Ijueajoic,0.6836
Iiuzigeaji,0.6869166666666666
Mohoo,0.5998611111111111
Ueceil,0.6765
Qajuusaweo,0.771
Eioiub,0.5121861111111111
Aoeeume,0.5562307692307692
Ilidaqo,0.78
Voweo,0.7543
Emequ,0.775
Pefiuei,0.935
Eeuuazeaf,NA
Wokau,0.3935
Umaoi,0.6050869565217392
Gahiid,0.33
Ozubetoofo,0.6933333333333334
Woeui,0.37722222222222224
Ueagicoe,0.6996666666666667
Juceu,0.6835
Ifueesua,0.6135
Eyukafie,0.7413333333333333
Wigoocejix,0.60775
Ayuqeyui,0.67575
Vuraupage,0.80753125
Neioupex,0.65
Ovazeyai,0.48373125
Oaciuie,0.735
Odeloie,0.393
Kolaocotog,0.545875
Aaifaduu,0.3750833333333333
Yayoeha,0.6745769230769231
Ouabe,0.59475
Lamoe,0.5748888888888889
Eeaqicuev,0.3504285714285714
Eaoqelei,0.3772185185185185
Madeeqaeai,0.7200459770114942
Aiudi,0.5768571428571428
Yedaoiovu,0.4672409523809524
Idefaliu,0.7713630952380952
Dicial,0.663
Elaja,0.5701183333333333
Dupiiauce,0.5873928571428572
Todiici,0.2886111111111111
Esiwoeaak,0.62
Fupoatapur,0.6662824074074074
Uturooouv,0.8693166666666667
Hikieni,0.5640000000000001
Uxoge,0.7034833333333333
Ugokubae,0.6266918067226891
Qokeuzague,0.32
Irieiveiy,0.5145833333333333
Zokuaga,0.5331142857142858
Usisa,0.4089
Sigeui,0.68
Aoolux,0.3746875
Leooajuqu,0.7076583020050126
Unoxoqaa,0.849
Aaleus,0.5087333333333334
Imobedueo,0.7426666666666666
Coluaxefo,0.4863452380952381
Iqukabuiu,0.8731020408163265
Agifaoua,0.2106
Yiroau,0.6810454545454545
Xekaogoho,0.6415
Otipedioto,0.7919047619047619
Huvaa,0.39927179487179487
Awegeq,0.76
Aakaak,0.44633333333333336
Aeiyuk,0.424125
Cuhio,0.5770416666666667
Ayivaoead,0.7026583333333334
Guqaom,0.4099920634920635
Ecizujiawe,0.605
Nacuivii,0.8784166666666666
Ebezo,0.4106
Igali,0.4372672619047619
Piqei,0.5525625000000001
Ivuee,0.5866666666666667
Aetuu,0.16949999999999998
Utuvoo,0.4491111111111111
Dicoov,0.89675
Cubau,0.70625
Oziwewoud,0.4885
Motue,0.72375
Iyeboliu,0.5720000000000001
Iioxiaeix,0.5074444444444445
Eriuado,0.3458333333333333
Opopoy,0.8225757575757576
Eoyouy,0.6555625
Iyinoweub,0.439
Osoaubool,0.5248888888888888
Aabuicao,0.5837393333333333
Ewizuua,0.8742142857142857
Kibeoiifi,0.5571777777777778
Ehobuqei,0.6783333333333333
Gowoexaaoo,0.6094880208333333
Igusifea,0.41185714285714287
Bevuovaxau,0.6825
Odibocooz,0.5174166666666666
Ikooad,0.56
Kikaoaou,0.35050000000000003
Utowo,0.5449999999999999
Qapiucebe,0.825
Uyulipoeo,0.645
Aicaikupu,0.3528675
Uoalixiaq,0.6915
Ocoqioaio,0.7905263157894737
Odiook,0.581
Iagoeea,0.55
Unaiiuaiw,0.4134521505376344
Kuteofuzao,0.6734375
Yoroeqauig,0.7371666666666666
Icaau,0.633
Fueaoso,0.32999999999999996
Ofolapo,0.7000694444444445
Yuwua,0.663
Ilueuoii,0.6898055555555556
Bogauauoo,0.4076190476190476
Oxupota,0.8470353535353535
Saruuoehos,0.5731818181818182
Ogaboji,0.62565
Hekoulifaj,0.6331285714285714
Eciuoauu,0.5388116883116884
Gobiaueze,0.6775
Oaauedac,0.6763790598290599
Iooiol,0.6502347222222222
Alacoc,0.5276071428571428
Dicouluge,0.5733695652173914
Ioyie,0.4683333333333333
Aqamap,0.8390595238095238
Oacoei,0.9784
Ofouif,0.375
Befuauu,0.46599999999999997
Urayiy,0.8060394736842105
Joguew,0.55425
Iheraeo,0.6538531378262815
Nujuohiz,0.7865
Egouu,0.6387
Sebueguf,0.5556190476190477
Uapouh,0.712547619047619
Ifovepoaki,0.307
Jomooeig,0.5700000000000001
Azuxuwe,0.4545
Qigiopet,0.5316
Idoioiu,0.6518333333333333
Wabuefoju,0.67
Uceyeyuu,0.5849074074074074
Neiuutez,0.614
Ifagos,0.43725
Lutouholiw,0.52975
Gezaisokoy,0.33825
Oxoruyai,0.6479311594202899
Meceif,0.6022000000000001
Aouuel,0.324
Ocepiaauho,0.499
Eogoib,0.5336326530612245
Eougixeole,0.3345
Oakoaii,0.8664444444444445
Aceiueaiva,0.5911666666666667
Noroafiiul,0.394
Uxuaamuu,0.4934545454545455
Boriej,0.6263415584415585
Ocihiqaebo,0.5395833333333333
Qipeoki,0.534375
Ajezooei,0.32355555555555554
Aiutiye,0.54
Fazua,0.7418
Aqayeleeg,0.6726666666666666
Kahiemeyaa,0.7207954545454546
Udilezua,0.626
Tinaogadi,0.6945
Utateneoz,0.631
Qusaeremu,0.48810833333333337
Avejiio,0.4930833333333333
Aoiwimai,0.5694305555555556
Xezoasik,0.4868153409090909
Wunaeaan,0.6118541666666666
Ukoguw,0.4
Gacoezi,0.6518333333333333
Epola,0.78
Xuduucoz,0.556
Edohokais,0.708076923076923
Uupoo,0.92125
Caqoitu,0.8666666666666666
Odoluloih,0.58275
Texaabouuq,0.5981434523809523
Evomaciar,0.7945
Veviujob,0.6179822510822511
Egeiuu,0.7050555555555555
Huouokul,0.563
Aaamobaoka,0.8127575757575758
Qixoute,NA
Uqeaeb,NA
Imoriveoi,NA
Ayeiasiuza,NA
Gimaouu,NA
Zituokut,NA
Huieujemey,NA
Uoepuq,NA
Kuruuyoqu,NA
Uigeekiyi,NA
Ucomuoue,NA
Ixevuo,NA
Ihujareit,NA
Reiaecao,NA
Guhue,NA
Eayuoa,NA
Moques,NA
Jogioqaqen,NA
Oiexo,NA
Natuuca,NA
Amewe,NA
Vaeuof,NA
Pomeifie,NA
Xuvaa,NA
Gauiij,NA
Yuoeaco,NA
Xipoeheu,NA
Koceajag,NA
Eoetena,NA
Ukoiaoaii,NA
Riheud,NA
Voeuuju,NA
Fupaaducef,NA
Uguuolieiu,NA
Aekeawu,NA
Qevoex,NA
Ukipa,NA
Ihevejeam,NA
Awuoatoa,NA
Wogaotaj,NA
Podiizu,NA
Aukao,NA
Qiiaayuw,NA
Yoyail,NA
Obewov,NA
Dehaibel,NA
Suiuequ,NA
Ukiaocoeou,NA
Nereeouyai,NA
Okeoa,NA
Uvasa,NA
Weceoeibit,NA
Tacougopii,NA
Lupaa,NA
Aimuusan,NA
Uibaucade,NA
Eiebexi,NA
Sucoage,NA
Jihuif,NA
Doiuebuver,NA
Biooeviv,NA
Abiyux,NA
Zuiou,NA
Oliwugue,NA
Miliase,NA
Evoiukait,NA
Olouaweus,NA
Uuguu,NA
Eromuquez,NA
Vaviaki,NA
Otijaeu,NA
Luhoigo,NA
Ehuuofou,NA
Ekediwe,NA
Ipasesaoci,NA
Acukioieg,NA
Yineir,NA
Faveohami,NA
Awexayou,NA
Faoia,NA
Uuosede,NA
Ewivibiege,NA
Qubiodate,NA
Rosaubuna,NA
Juwoacepa,NA
Moeeis,NA
Axulozeuea,NA
Ubakizou,NA
Doyauyuma,NA
Uaugoseu,NA
Ogeou,NA
Iiemupu,NA
Koduisuyi,NA
Eyaeoq,NA
Papiape,NA
Aoumeko,NA
Iqiaud,NA
Kaaaofalej,NA
Ixuwuyeeqi,NA
Mouiumipi,NA
Okusudeo,NA
Ooreuaom,NA
Tefouma,NA
Oluna,NA
Mujuujun,NA
Uheoola,NA
Osake,NA
Vaviecizo,NA
Aogeum,NA
Paquo,NA
Tuboezu,NA
Ixoqevea,NA
Meyuoz,NA
Akazudea,NA
Uxizek,NA
Cofaenos,NA
Redeogouu,NA
Ipaoe,NA
Azoea,NA
Vajiikou,NA
Umosi,NA
Muouuxa,NA
Uwufihuu,NA
Raseab,NA
Omequwoezo,NA
Eeagud,NA
Buriem,NA
Tifooi,NA
Owisodu,NA
Hegaubemek,NA
Aliwobe,NA
Selauyu,NA
Uoxaepe,NA
Opaiovii,NA
Ikueajae,NA
Tatue,NA
Aoizipeoda,NA
Divoo,NA
Nosai,NA
Atojotiana,NA
Zojuao,NA
Uaieeio,NA
Fiviapeeid,NA
Rudieke,NA
Tacoonaxej,NA
Hawoejici,NA
Guguegero,NA
Ecopipia,NA
Oguqiriuno,NA
Riwoul,NA
Iooted,NA
Eyujijuege,NA
Amexusia,NA
Yucaabe,NA
Qogaoyel,NA
Yuoauxiwo,NA
Eiuzo,NA
Ubukodiu,NA
Weiuihemo,NA
Xooioqutaz,NA
Ieanudei,NA
Heqiisicu,NA
Iefuelik,NA
Iwosoueox,NA
Amomiciex,NA
Idociki,NA
Axukumuas,NA
Poleiqoy,NA
