plot_id,tree_id,tree_no,tree_dbh,tree_pom,tree_height_top,tree_height_bole,tree_dist,tree_azimuth,tree_health,sp_id
de-1jca,de-1jca-02,2,22,1.29999995,10,7,9.486832980505138,288.434948822922,2,unk
de-y7hl,de-y7hl-01,1,27,1.29999995,10,4,14.212670403551895,219.28940686250036,1,Haeoao-auid
de-y7hl,de-y7hl-02,2,40,1.29999995,11,7,10.04987562112089,185.71059313749964,1,unk
de-y7hl,de-y7hl-03,3,32,1.29999995,14,7,8.48528137423857,225,1,unk
de-y7hl,de-y7hl-04,4,31,1.29999995,12,7,10.295630140987,240.94539590092288,1,unk
de-y7hl,de-y7hl-05,5,22,1.29999995,9,3,19.4164878389476,348.11134196037204,1,Haeoao-auid
de-y7hl,de-y7hl-06,6,43,1.29999995,19,9,19.209372712298546,141.34019174590992,1,Haeoao-auid
de-y7hl,de-y7hl-07,7,28,1.29999995,9,5,5.830951894845301,149.03624346792648,1,Haeoao-auid
de-y7hl,de-y7hl-08,8,32,1.29999995,13,6,4.123105625617661,165.96375653207352,1,unk
de-y7hl,de-y7hl-09,9,55,1.29999995,23,10,9.055385138137417,96.3401917459099,1,unk
de-y7hl,de-y7hl-10,10,32,1.29999995,17,6,7.810249675906654,50.19442890773481,1,Haeoao-auid
de-y7hl,de-y7hl-11,11,24,1.29999995,12,6,11.180339887498949,10.304846468766025,1,unk
de-y7hl,de-y7hl-12,12,27,1.29999995,12,7,5.0990195135927845,101.30993247402021,1,Ijoual-aona
de-y7hl,de-y7hl-13,13,20,1.29999995,9,4,19.1049731745428,137.12109639666144,1,Haeoao-auid
de-y7hl,de-y7hl-14,14,17,1.29999995,7,3,4.123105625617661,284.0362434679265,1,Haeoao-auid
de-cs1w,de-cs1w-01,1,59,1.29999995,30,25,12.093386622447824,240.2551187030578,1,unk
de-cs1w,de-cs1w-02,2,45,1.29999995,28,24,11.313708498984761,315,1,unk
de-cs1w,de-cs1w-03,3,65,1.29999995,31,28,14.212670403551895,309.28940686250036,1,unk
wl-gfq3,wl-gfq3-01,1,30,1.29999995,9,3,19,180,1,Ijoual-ueuu
wl-gfq3,wl-gfq3-02,2,22,1.29999995,9,3,19.924858845171276,252.47443162627712,1,unk
wl-gfq3,wl-gfq3-03,3,20,1.29999995,8,4,6.324555320336759,198.43494882292202,1,unk
wl-gfq3,wl-gfq3-04,4,38,1.29999995,12,4,1,0,1,Ijoual-ueuu
wl-9jol,wl-9jol-01,1,16,1.29999995,5,3,4,270,2,unk
de-f2hn,de-f2hn-01,1,20,1.29999995,8,5,13,247.3801350519596,1,Ijoual-oaat
de-f2hn,de-f2hn-02,2,20,1.29999995,8,5,9.433981132056603,302.0053832080835,1,Aqaqa-ueoe
de-f2hn,de-f2hn-03,3,33,1.29999995,8,5,12.041594578792296,311.6335393365702,1,unk
de-f2hn,de-f2hn-04,4,50,1.29999995,8,4,13.892443989449804,149.74356283647074,1,Aqaqa-ueoe
de-f2hn,de-f2hn-05,5,48,1.29999995,9,5,8.94427190999916,116.56505117707799,1,Aqaqa-ueoe
de-f2hn,de-f2hn-06,6,20,1.29999995,8,5,11.704699910719626,70.01689347810002,1,Xadii-ito
de-f2hn,de-f2hn-07,7,27,1.29999995,14,11,7.211102550927978,56.309932474020215,1,Xadii-ito
de-f2hn,de-f2hn-08,8,27,1.29999995,8,5,13.416407864998739,63.43494882292201,1,unk
de-f2hn,de-f2hn-09,9,23,1.29999995,12,8,10.63014581273465,41.18592516570964,2,Xadii-ito
de-f2hn,de-f2hn-10,10,20,1.29999995,7,4,14.866068747318506,47.72631099390626,1,Ijoual-oaat
de-f2hn,de-f2hn-11,11,27,1.29999995,8,5,15.556349186104045,45,1,Aqaqa-ueoe
de-f2hn,de-f2hn-12,12,30,1.29999995,12,9,16.15549442140351,21.80140948635181,1,Aqaqa-ueoe
de-lc9p,de-lc9p-01,1,37,1.29999995,11,6,14.142135623730951,188.130102354156,1,unk
de-lc9p,de-lc9p-02,2,25,1.29999995,7,4,14.212670403551895,230.71059313749964,1,unk
de-lc9p,de-lc9p-03,3,23,1.29999995,6,4,5.385164807134504,248.19859051364818,2,unk
de-lc9p,de-lc9p-04,4,21,1.29999995,12,11,9.433981132056603,327.9946167919165,2,unk
de-lc9p,de-lc9p-05,5,31,1.29999995,10,4,15.811388300841896,304.6951535312339,1,unk
de-lc9p,de-lc9p-06,6,28,1.29999995,8,6,11.661903789690601,329.0362434679265,1,unk
de-lc9p,de-lc9p-07,7,24,1.29999995,7,4,18.439088914585774,319.3987053549955,1,unk
de-lc9p,de-lc9p-08,8,27,1.29999995,10,6,18.788294228055936,334.7988763545249,1,unk
de-lc9p,de-lc9p-09,9,23,1.29999995,9,8,17.69180601295413,137.29061004263855,2,unk
de-lc9p,de-lc9p-10,10,38,1.29999995,11,9,13.038404810405298,147.52880770915152,1,unk
de-lc9p,de-lc9p-11,11,21,1.29999995,8,5,12.041594578792296,138.36646066342982,2,unk
de-lc9p,de-lc9p-12,12,20,1.29999995,12,9,1.4142135623730951,135,1,unk
de-lc9p,de-lc9p-13,13,35,1.29999995,11,9,2.23606797749979,26.56505117707799,1,unk
de-lc9p,de-lc9p-14,14,24,1.29999995,12,10,18.973665961010276,71.56505117707799,1,unk
de-lc9p,de-lc9p-15,15,20,1.29999995,8,4,9.899494936611665,45,1,unk
de-lc9p,de-lc9p-16,16,24,1.29999995,9,4,19.697715603592208,66.03751102542182,1,unk
de-lc9p,de-lc9p-17,17,24,1.29999995,9,6,19.235384061671343,62.10272896905237,1,unk
de-lc9p,de-lc9p-18,18,27,1.29999995,12,9,10.816653826391969,33.690067525979785,1,unk
de-lc9p,de-lc9p-19,19,40,1.29999995,10,7,13,22.619864948040426,1,unk
de-lc9p,de-lc9p-20,20,25,1.29999995,12,9,17.26267650163207,10.007979801441333,1,unk
de-lc9p,de-lc9p-21,21,23,1.29999995,9,5,15.264337522473747,121.60750224624888,2,Ijoual-aona
de-lc9p,de-lc9p-22,22,24,1.29999995,9,5,17.11724276862369,96.70983680775693,1,Ijoual-aona
de-lc9p,de-lc9p-23,23,32,1.29999995,12,9,18.110770276274835,96.3401917459099,1,Ijoual-aona
de-lc9p,de-lc9p-24,24,21,1.29999995,9,6,12.806248474865697,38.65980825409009,1,Ijoual-aona
de-lc9p,de-lc9p-25,25,21,1.29999995,8,6,14.866068747318506,47.72631099390626,2,Ijoual-aona
wl-bsu4,wl-bsu4-01,1,22,1.29999995,15,9,7,90,1,unk
wl-bsu4,wl-bsu4-02,2,24,1.29999995,16,7,7.0710678118654755,81.869897645844,1,unk
wl-bsu4,wl-bsu4-03,3,29,1.29999995,14,10,7.0710678118654755,81.869897645844,1,unk
wl-bsu4,wl-bsu4-04,4,24,1.29999995,10,9,7.0710678118654755,81.869897645844,1,unk
de-8cnj,de-8cnj-01,1,58,1.29999995,30,27,9.055385138137417,263.65980825409014,1,unk
de-8cnj,de-8cnj-02,2,26,1.29999995,20,17,16.278820596099706,47.48955292199915,1,Devaoe-ulu
de-y5no,de-y5no-01,1,29,1.29999995,16,13,12.206555615733702,214.9920201985587,1,Ijoual-ueuu
de-y5no,de-y5no-02,2,21,1.29999995,16,13,13.038404810405298,237.52880770915152,1,Ijoual-ueuu
de-y5no,de-y5no-03,3,24,1.29999995,14,11,10.5,270,1,unk
de-y5no,de-y5no-04,4,20,1.29999995,13,11,11,270,2,unk
de-y5no,de-y5no-05,5,20,1.29999995,10,8,15.620499351813308,309.80557109226515,1,unk
de-y5no,de-y5no-06,6,25,1.29999995,16,15,19.825236442474022,149.03624346792648,1,Devaoe-ulu
de-y5no,de-y5no-07,7,38,1.29999995,17,15,15.231546211727817,156.80140948635182,1,unk
de-y5no,de-y5no-08,8,30,1.29999995,17,12,13,157.38013505195957,1,unk
de-y5no,de-y5no-09,9,30,1.29999995,18,13,15.620499351813308,129.80557109226518,1,unk
de-y5no,de-y5no-10,10,24,1.29999995,12,10,12.165525060596439,80.53767779197437,1,unk
de-y5no,de-y5no-11,11,20,1.29999995,13,12,19.209372712298546,51.34019174590991,1,unk
de-y5no,de-y5no-12,12,28,1.29999995,15,13,13.416407864998739,206.56505117707798,1,Ijoual-aona
de-y5no,de-y5no-13,13,25,1.29999995,12,10,4.242640687119285,315,2,Ijoual-aona
de-y5no,de-y5no-14,14,14,1.29999995,11,10,5,216.86989764584402,1,Ijoual-aona
de-ib4v,de-ib4v-01,1,21,1.29999995,7,5,13.892443989449804,300.25643716352926,2,Devaoe-ulu
de-ib4v,de-ib4v-02,2,21,1.29999995,10,8,16.76305461424021,342.64597536373867,1,Haeoao-auid
de-aac9,de-aac9-01,1,20,1.29999995,15,8,11.661903789690601,210.96375653207352,1,unk
de-aac9,de-aac9-02,2,38,1.29999995,16,9,9.899494936611665,225,1,unk
de-aac9,de-aac9-03,3,23,1.29999995,12,8,18.027756377319946,33.690067525979785,1,unk
de-aac9,de-aac9-04,4,38,1.29999995,17,10,12.041594578792296,355.23635830927384,1,Ijoual-aona
md-9qhz,md-9qhz-01,1,22,1.29999995,5,3,15.811388300841896,145.30484646876602,1,unk
md-9qhz,md-9qhz-02,2,34,1.29999995,10,4,8.246211251235321,165.96375653207352,1,unk
md-9qhz,md-9qhz-03,3,27,1.29999995,10,6,17.029386365926403,86.63353933657021,1,unk
md-9qhz,md-9qhz-04,4,20,1.29999995,7,4,17.72004514666935,16.389540334034777,1,Otuduj-ieno
md-i5aq,md-i5aq-01,1,22,1.29999995,5,3,5.656854249492381,225,1,unk
md-i5aq,md-i5aq-02,2,23,1.29999995,6,3,5.830951894845301,59.03624346792648,1,unk
md-i5aq,md-i5aq-03,3,23,1.29999995,9,6,12.529964086141668,61.38954033403478,1,unk
md-i5aq,md-i5aq-04,4,31,1.29999995,10,7,12.041594578792296,175.23635830927384,1,unk
de-tj9i,de-tj9i-01,1,20,1.29999995,7,3,11.40175425099138,285.25511870305775,1,unk
de-tj9i,de-tj9i-02,2,22,1.29999995,8,3,12.649110640673518,288.434948822922,1,unk
de-tj9i,de-tj9i-03,3,23,1.29999995,6,5,18.439088914585774,319.3987053549955,1,unk
de-tj9i,de-tj9i-04,4,10,1.29999995,4,2,1.4142135623730951,225,1,unk
de-jvk3,de-jvk3-01,1,23,1.29999995,20,17,4.123105625617661,284.0362434679265,1,unk
de-jvk3,de-jvk3-02,2,20,1.29999995,32,29,5.385164807134504,291.8014094863518,1,unk
de-jvk3,de-jvk3-03,3,21,1.29999995,31,28,14.212670403551895,320.71059313749964,1,unk
de-jvk3,de-jvk3-04,4,33,1.29999995,20,17,19.235384061671343,351.0273733851036,1,unk
de-jvk3,de-jvk3-05,5,22,1.29999995,21,17,12.806248474865697,141.34019174590992,1,unk
de-jvk3,de-jvk3-06,6,20,1.29999995,23,18,15.652475842498529,116.56505117707799,2,unk
de-jvk3,de-jvk3-07,7,20,1.29999995,27,25,13.038404810405298,94.39870535499553,1,unk
de-jvk3,de-jvk3-08,8,30,1.29999995,26,23,9.055385138137417,83.6598082540901,1,unk
de-jvk3,de-jvk3-09,9,16,1.29999995,5,3,4.242640687119285,135,1,Ugokub-ito
de-jvk3,de-jvk3-10,10,15,1.29999995,6,4,3.605551275463989,236.30993247402026,1,Ugokub-ito
de-jvk3,de-jvk3-11,11,10,1.29999995,7,4,2.23606797749979,243.43494882292202,1,unk
de-jvk3,de-jvk3-12,12,11,1.29999995,9,7,1.4142135623730951,45,1,unk
de-jvk3,de-jvk3-13,13,12,1.29999995,7,3,4.242640687119285,315,2,unk
de-jvk3,de-jvk3-14,14,13,1.29999995,8,5,4.123105625617661,345.9637565320735,1,unk
pl-5udl,pl-5udl-01,1,42,1.29999995,23,22,19.6468827043885,194.74356283647074,1,Teeaap
pl-5udl,pl-5udl-02,2,37,1.29999995,25,24,19.72308292331602,210.4655449194599,1,Teeaap
pl-5udl,pl-5udl-03,3,23,1.29999995,23,21,16.76305461424021,197.35402463626136,1,Teeaap
pl-5udl,pl-5udl-04,4,37,1.29999995,22,20,16.1245154965971,187.12501634890182,1,Teeaap
pl-5udl,pl-5udl-05,5,47,1.29999995,24,23,14.422205101855956,236.30993247402026,1,Teeaap
pl-5udl,pl-5udl-06,6,28,1.29999995,24,22,8.06225774829855,209.74488129694222,1,Teeaap
pl-5udl,pl-5udl-07,7,28,1.29999995,26,24,10.295630140987,240.94539590092288,1,Teeaap
pl-5udl,pl-5udl-08,8,34,1.29999995,27,24,11.40175425099138,254.74488129694225,1,Teeaap
pl-5udl,pl-5udl-09,9,30,1.29999995,26,25,10,306.86989764584405,1,Teeaap
pl-5udl,pl-5udl-10,10,40,1.29999995,23,21,8.06225774829855,330.25511870305775,1,Teeaap
pl-5udl,pl-5udl-11,11,27,NA,24,22,17.88854381999832,296.565051177078,1,Teeaap
pl-5udl,pl-5udl-12,12,30,1.29999995,24,23,9.219544457292887,347.4711922908485,1,Teeaap
pl-5udl,pl-5udl-13,13,40,1.29999995,27,25,16.278820596099706,312.5104470780008,1,Teeaap
pl-5udl,pl-5udl-14,14,43,1.29999995,27,25,14.7648230602334,331.6992442339936,1,Teeaap
pl-5udl,pl-5udl-15,15,36,1.29999995,23,22,15.811388300841896,145.30484646876602,1,Teeaap
pl-5udl,pl-5udl-16,16,40,1.29999995,22,20,19.209372712298546,128.65980825409008,1,Teeaap
pl-5udl,pl-5udl-17,17,30,1.29999995,22,21,15.556349186104045,135,1,Teeaap
pl-5udl,pl-5udl-18,18,41,1.29999995,22,20,13.45362404707371,138.01278750418334,1,Teeaap
pl-5udl,pl-5udl-19,19,45,1.29999995,23,21,17.26267650163207,79.99202019855866,1,Teeaap
pl-5udl,pl-5udl-20,20,37,1.29999995,23,22,17.69180601295413,47.290610042638534,1,Teeaap
pl-5udl,pl-5udl-21,21,30,1.29999995,22,21,17.4928556845359,30.963756532073518,1,Teeaap
pl-5udl,pl-5udl-22,22,45,1.29999995,23,21,17.26267650163207,79.99202019855866,1,Teeaap
de-n3pu,de-n3pu-01,1,20,1.29999995,5,4,6.082762530298219,279.4623222080256,1,unk
de-n3pu,de-n3pu-02,2,29,1.29999995,10,5,19.697715603592208,203.9624889745782,1,Amuva-oaat
de-th2e,de-th2e-01,1,24,1.29999995,12,8,13.038404810405298,212.47119229084848,1,unk
de-th2e,de-th2e-02,2,24,1.29999995,14,6,11.40175425099138,217.87498365109823,1,unk
de-th2e,de-th2e-03,3,30,1.29999995,17,10,11.704699910719626,250.01689347810003,2,Ijoual-oaat
de-th2e,de-th2e-04,4,29,1.29999995,12,8,19.1049731745428,276.00900595749454,2,Ijoual-oaat
de-th2e,de-th2e-05,5,37,1.29999995,15,10,17.4928556845359,149.03624346792648,1,Aqaqa-ueoe
de-th2e,de-th2e-06,6,35,1.29999995,16,11,14.035668847618199,94.08561677997487,1,Aqaqa-ueoe
de-th2e,de-th2e-07,7,21,1.29999995,10,7,6.4031242374328485,51.34019174590991,2,Ijoual-oaat
de-th2e,de-th2e-08,8,25,1.29999995,17,11,18.681541692269406,15.524110996754255,1,Aqaqa-ueoe
de-hwh3,de-hwh3-01,1,24,1.29999995,15,8,10.816653826391969,213.69006752597977,1,Hiraoh-iiij
de-hwh3,de-hwh3-02,2,20,1.29999995,12,6,14.035668847618199,265.9143832200251,1,Haeoao-auid
de-hwh3,de-hwh3-03,3,21,1.29999995,16,8,6.082762530298219,260.5376777919744,1,Haeoao-auid
de-hwh3,de-hwh3-04,4,22,1.29999995,15,8,19.209372712298546,308.6598082540901,1,Haeoao-auid
de-hwh3,de-hwh3-05,5,23,1.29999995,17,7,3.1622776601683795,108.43494882292201,1,Otuduj-ieno
de-hwh3,de-hwh3-06,6,25,1.29999995,15,8,16.278820596099706,79.38034472384487,1,Otuduj-ieno
de-1esx,de-1esx-01,1,23,1.29999995,15,6,12.041594578792296,221.63353933657018,1,Ijoual-ueuu
de-1esx,de-1esx-02,2,24,1.29999995,10,4,16.0312195418814,266.4236656250026,1,Ijoual-ueuu
de-1esx,de-1esx-03,3,34,1.29999995,17,10,19.1049731745428,173.99099404250546,1,Ijoual-ueuu
de-1esx,de-1esx-04,4,39,1.29999995,20,11,13.92838827718412,158.96248897457818,1,Ijoual-ueuu
de-1esx,de-1esx-05,5,20,1.29999995,12,6,16.492422502470642,104.0362434679265,1,Devaoe-ulu
de-1esx,de-1esx-06,6,23,1.29999995,10,5,11.661903789690601,210.96375653207352,1,Ijoual-aona
de-1esx,de-1esx-07,7,33,1.29999995,11,5,10.295630140987,119.05460409907714,2,Ijoual-aona
de-j4ig,de-j4ig-01,1,21,1.29999995,4,2,11.704699910719626,250.01689347810003,1,unk
de-j4ig,de-j4ig-02,2,22,1.29999995,8,3,19.235384061671343,81.0273733851036,1,unk
de-j4ig,de-j4ig-03,3,20,1.29999995,7,4,18.973665961010276,71.56505117707799,1,unk
de-rx3i,de-rx3i-01,1,24,1.29999995,6,4,6.082762530298219,170.5376777919744,1,unk
de-rx3i,de-rx3i-02,2,25,1.29999995,7,4,15.297058540778355,101.30993247402021,1,unk
de-rx3i,de-rx3i-03,3,22,1.29999995,3,2,2,270,1,Amuva-oaat
de-rx3i,de-rx3i-04,4,22,1.29999995,3,2,11.661903789690601,329.0362434679265,1,Ijoual-aona
de-rx3i,de-rx3i-05,5,21,1.29999995,3,1,16.76305461424021,342.64597536373867,1,Ijoual-aona
de-rx3i,de-rx3i-06,6,24,1.29999995,5,4,8,90,1,Ijoual-aona
de-rx3i,de-rx3i-07,7,26,1.29999995,5,3,14.317821063276353,24.77514056883192,1,Ijoual-aona
de-bfm4,de-bfm4-01,1,25,1.29999995,8,7,2.8284271247461903,225,1,unk
de-bfm4,de-bfm4-02,2,27,1.29999995,12,11,15.556349186104045,135,2,Aqaqa-ueoe
de-bfm4,de-bfm4-03,3,24,1.29999995,12,11,17.46424919657298,66.37062226934319,1,unk
de-bfm4,de-bfm4-04,4,21,1.29999995,13,11,9.055385138137417,83.6598082540901,1,Aqaqa-ueoe
de-bfm4,de-bfm4-05,5,23,1.29999995,11,10,13.152946437965905,278.74616226255523,1,Ijoual-oaat
de-5uai,de-5uai-01,1,30,1.29999995,12,5,16.401219466856727,232.4314079711725,1,unk
de-5uai,de-5uai-02,2,27,1.29999995,5,2,9.433981132056603,237.9946167919165,1,unk
de-5uai,de-5uai-03,3,42,1.29999995,15,10,16.1245154965971,299.74488129694225,1,unk
de-5uai,de-5uai-04,4,41,1.29999995,10,4,15.231546211727817,336.8014094863518,2,unk
de-5uai,de-5uai-05,5,32,1.29999995,12,5,14.866068747318506,109.65382405805332,1,unk
de-5uai,de-5uai-06,6,43,1.29999995,15,4,13.038404810405298,94.39870535499553,1,unk
de-5uai,de-5uai-07,7,57,1.29999995,10,3,9.055385138137417,6.34019174590991,1,Haeoao-auid
de-5uai,de-5uai-08,8,43,1.29999995,15,9,12.529964086141668,208.61045966596518,1,Ijoual-aona
de-h9pj,de-h9pj-01,1,24,1.29999995,8,4,14.866068747318506,340.3461759419467,1,unk
de-h9pj,de-h9pj-02,2,28,1.29999995,12,4,7,180,1,unk
de-h9pj,de-h9pj-03,3,22,1.29999995,13,5,3.1622776601683795,161.56505117707798,1,unk
wl-lf5d,wl-lf5d-01,1,20,1.29999995,9,5,19.924858845171276,342.4744316262771,1,unk
wl-lf5d,wl-lf5d-02,2,10,1.29999995,9,4,4,0,1,unk
de-ehy2,de-ehy2-01,1,44,1.29999995,9,6,18.973665961010276,198.43494882292202,1,unk
de-ehy2,de-ehy2-02,2,22,1.29999995,7,5,8.602325267042627,215.53767779197437,1,unk
de-ehy2,de-ehy2-03,3,30,1.20000005,NA,NA,2.23606797749979,26.56505117707799,1,unk
de-ehy2,de-ehy2-04,4,20,1.29999995,5,4,9.899494936611665,135,1,Qapiuc-ulu
de-ehy2,de-ehy2-05,5,20,1.29999995,6,5,11.313708498984761,45,1,Qapiuc-ulu
de-ehy2,de-ehy2-06,6,20,1.29999995,6,4,11.180339887498949,26.56505117707799,1,Qapiuc-ulu
de-9gqv,de-9gqv-01,1,23,1.29999995,14,7,10,180,1,Ijoual-apia
de-9gqv,de-9gqv-02,2,20,1.29999995,10,4,0,90,2,Ijoual-apia
de-q5hn,de-q5hn-01,1,24,1.29999995,12,6,16,180,1,Aqaqa-ueoe
de-q5hn,de-q5hn-02,2,39,1.29999995,15,10,11.180339887498949,206.56505117707798,1,Aqaqa-ueoe
de-q5hn,de-q5hn-03,3,23,1.29999995,13,7,5.830951894845301,210.96375653207352,1,Aqaqa-ueoe
de-q5hn,de-q5hn-04,4,21,1.29999995,10,5,12.165525060596439,279.4623222080256,2,Aqaqa-ueoe
de-q5hn,de-q5hn-05,5,41,1.29999995,19,10,17.029386365926403,130.2363583092738,1,unk
de-q5hn,de-q5hn-06,6,22,1.29999995,11,6,12.165525060596439,80.53767779197437,1,Aqaqa-ueoe
de-q5hn,de-q5hn-07,7,21,1.29999995,10,6,17.69180601295413,47.290610042638534,2,Aqaqa-ueoe
de-q5hn,de-q5hn-08,8,23,1.29999995,14,7,15,36.86989764584402,1,Aqaqa-ueoe
de-q5hn,de-q5hn-09,9,30,1.29999995,15,9,14.866068747318506,19.653824058053306,1,Aqaqa-ueoe
de-q5hn,de-q5hn-10,10,25,1.29999995,13,6,15.033296378372908,3.814074834290351,2,Aqaqa-ueoe
de-q5hn,de-q5hn-11,11,22,1.29999995,11,5,17,0,2,unk
de-q5hn,de-q5hn-12,12,29,1.29999995,13,7,12.206555615733702,34.992020198558656,1,Ijoual-apia
de-zh2x,de-zh2x-01,1,30,1.29999995,20,11,12.041594578792296,274.76364169072616,1,unk
de-zh2x,de-zh2x-02,2,35,1.29999995,23,12,16.492422502470642,165.96375653207352,1,unk
de-zh2x,de-zh2x-03,3,21,1.29999995,19,9,11.40175425099138,322.1250163489018,2,Ijoual-aona
de-zh2x,de-zh2x-04,4,21,1.29999995,18,9,3.1622776601683795,18.434948822922006,2,Hiraoh-iiij
de-zh2x,de-zh2x-05,5,30,1.29999995,24,12,17.4928556845359,30.963756532073518,1,Apujah-oto
de-jek6,de-jek6-01,1,35,1.29999995,12,3,6,180,2,unk
de-jek6,de-jek6-02,2,29,1.29999995,12,6,17.26267650163207,169.9920201985587,1,unk
de-jek6,de-jek6-03,3,30,1.29999995,10,5,16.64331697709324,147.2647737278924,1,unk
de-jek6,de-jek6-04,4,33,1.29999995,12,7,14.317821063276353,167.90524292298792,1,unk
de-jek6,de-jek6-05,5,33,1.29999995,15,6,16.492422502470642,14.036243467926472,1,unk
de-4lzn,de-4lzn-01,1,32,1.29999995,9,4,2.8284271247461903,315,1,unk
de-k8rj,de-k8rj-01,1,29,1.29999995,8,3,14,270,1,Ibufut-uawe
de-k8rj,de-k8rj-02,2,30,1.29999995,9,4,14,270,1,Ibufut-uawe
de-k8rj,de-k8rj-03,3,20,1.29999995,10,5,15,306.86989764584405,1,Ibufut-uawe
de-k8rj,de-k8rj-04,4,20,1.29999995,9,4,15,306.86989764584405,1,Ibufut-uawe
de-k8rj,de-k8rj-05,5,24,1.29999995,14,6,14.422205101855956,123.69006752597979,1,Ibufut-uawe
de-k8rj,de-k8rj-06,6,24,1.29999995,13,5,14.7648230602334,118.30075576600638,1,Ibufut-uawe
de-k8rj,de-k8rj-07,7,34,1.29999995,10,4,10.295630140987,119.05460409907714,1,Ibufut-uawe
de-k8rj,de-k8rj-08,8,21,1.29999995,7,3,11.180339887498949,100.30484646876603,1,Ibufut-uawe
de-k8rj,de-k8rj-09,9,25,1.29999995,12,6,17,61.92751306414704,1,Ibufut-uawe
de-k8rj,de-k8rj-10,10,37,1.29999995,14,8,18.027756377319946,33.690067525979785,1,Ibufut-uawe
